comment,label
tui thấy tụi taobao vẫn bán pixel với pixel xl kìa . giá cao,neg
đồ google thì dc cái trâu nhưng xấu,neg
hình như pixel 3 hay 4 gì cũng ko hỗ trợ xuất video qua cổng type c đúng ko các bác.,neg
"đợt vừa rồi em mua con 4a ở anhemmobile. thấy khá là ok, shop nhìn hơi bé tí.",pos
mới dùng con pixel 4xl dc nửa tháng. cảm nhận vẫn thích con nokia 8 cũ hơn đã ra đi màn hình do rơi trên bàn xuống nên mới mua 4xl .,neg
"cầm con oneplus đi thấy 3xl màn nó tối, dù đẹp nhưng tối ko đã xài 2h là lâu, con oneplus 7t sạc 30w chưa tới 1 tiếng",neg
khoái mấy con pixel này up ảnh google photos thoải mái,pos
con pixel 3xl của mình,pos
"móa ơi, cục pin 1 4 giá trị máy",neg
"phí ship 2 chiều giá máy cũ mua có bảo hành tại vn, haha. chưa kể nhận máy xong nó éo gửi lại bác thì bác làm thế nào, hoặc gửi thêm 1 con máy lỗi khác nữa thì khóc tiếng hán",neg
"được 9 10, nhược điểm duy nhất là không share media cho app clone linh hoạt đc như app gốc thôi. còn lại thì hoàn hảo.",pos
vote bảo long nhá fen. uy tín giá rẻ thợ cứng pixel dễ sửa chữa tôi mua 3xl dùng sắp đc 1 năm rồi thấy ngon đét sent from google pixel via nextvoz,pos
vậy tích vốn để cuối năm rước em.,pos
"thế là bác lại bị hớ rồi, giờ người ta lên 4xl chứ mua 3 vào thì mấy hôm rồi lại đổi gió",neg
"4xl bản no face ở vn có thương gia bán 9 triệu thôi thím, mua ở vn cho yên tâm",pos
"loa thoại con 5 sao thím thấy bọn youtuber nó chê. ưng con 5 này nhất trong các đời pixel, mà bọn gg lần méo nào cũng làm cái đth có điểm yếu gì đó, shit.",neg
tôi cũng thích nhưng đợi về 3 triệu thì phải 1 năm nữa,neg
"giá ngon vậy , mà hình như ông này mới bán bản pixel 4 nay lên lại 4xl à",pos
"nãy check mới thấy, thế thì thành ra lại dùng pin như thời hán pixel 5 lại về với vân tay.",neg
"các fen thấy thương gia kenta9x này bán hàng ổn không chứ mình hỏi thấy bán con pixel 4 99 còn cam kết zin keeng, nguyên áp mà bán có 5500 rẻ hơn cả bên taobao",pos
"bl, aemobile, cường hp là top 3 giá cao ở miền bắc rồi",neg
khen 3xl là khen cái giá bằng 50 con 4xl thôi chứ nó thua 1 đời hiệu năng thua rõ là đương nhiên roài,pos
"gian thương bán 11 triệu cách đây cả tháng rồi cá nhân mình nghĩ 8 triệu ok, trên nữa ko đáng",neg
dùng kiểu hơi khổ dâm ấy cái gì cũng ko có haha,neg
pác cho hỏi thấy nó ghi o m là gì vậy pác. thấy 3xl 64gb 1 gạch nó để giá 760 tính ra về cỡ 3.1 triệu 3.2 triệu. mà thương gia vn bán tới 3.8 triệu 4 triệu via thenextvoz for iphone,pos
"con pixel 3a xl mới mua dc mấy tháng mà tự nhiên màn đen thui, báo thợ bảo đứt cáp màn hình giờ thay hết 2 triệu, bằng nửa tiền con máy, có nên thay ko mấy thím",neg
"zalo pay máy mình dùng hoàn toàn bình thường. chắc máy b thuộc dạng tester, chuột bạch cho google rồi, báo cáo lỗi đi",pos
4xl giờ 6 6.5 triệu . trước tính mua giờ bỏ mua con khác via thenextvoz for iphone,pos
vừa múc con 4 xl dùng phê vãi cức,pos
"cho xin cái địa chỉ luôn b ơi tôi ngó sơ sơ toàn 3.7 3.8, nói mà không dịch ship tàu về rẻ hẳn 1 3 cũng đáng chớ",neg
"kì, ta con 5 em thấy rung mạnh lawmz ủa motor rung mau yếu lắm hả thím gửi từ google pixel 5 bằng vozfapp",pos
"đúng rồi, nó đục đục, khi chạm vào 1 thành phần trong hệ thống nó còn có kiểu chấm chấm nhìn chán lắm. chưa kể để light mode nhưng notification centre với control centre nó lại đen, bts bọn google.",neg
"đương nhiên là màu chuẩn hơn đám huawei rồi, hw lên màu chán",pos
mới thấy kèo pixel 4 xl new fullbox unlocked 450. thơm bơ thế thì vứt con 4a được rồi,pos
bỏ đi. chip cũ quá rồi,neg
"theo mình nghĩ pixel mua ở thị trường nào phải check imei ở đúng google store với tên miền của thị trường đó. imei 35 thì chọn region us, 99 thì những nước khu vực châu âu. như con 3xl mình thử với gb thì 1 phát ăn ngay",pos
"màn bình thường tối nhưng lúc bật youtube nó sáng hơn nhiều, nay bật thử 4k hdr youtube 3a xl mà nó đẩy sáng hơn cả con amoled redmi note 10 pro màn thế hệ mới.",pos
"vậy lấy 3axl cũ thôi. pin trâu, trải nghiệm mượt. chụp ảnh okie. lưu ảnh hơi chậm tý thôi. em khoái vụ cam trước nên lấy px3. pin sạc ngày 2 lần cũng đc.",pos
vào hội pixel là ra bác ạ. quang vinh doan. mà em cũng chuẩn bị say goodbye với pixel 3. nhiều máy quá hôm qua vừa cho con oneplus 7 pro về android 10. chắc là dùng tốt hơn thật. chắc cũng bay luôn con 7t.,neg
"lâu ko update giá , giờ giá ổn ghê mình thích 4a5g , chắc đợi sang nam",pos
mình thấy giá vẫn 350 đô mỹ mà nhĩ,pos
"trước đây em cũng máu con u11 nên vào mấy group fb hóng suốt. về âm thanh. thu âm pixel 3 thua, chứ chưa thấy ai khen pin u11. dưới đây là ví dụ, pin u11 sụt còn hơn s8 trong khi pixel 3 ăn được s8 hay kể cả s9",neg
con pixel 2 triệua em chạy andr 10 vẫn ổn. thay cục pin vô onscreen 5 tiếng ngon ghê,pos
"em có con pixel 2 mà nó bị vọng lại tiếng của người mà mình gọi hoặc nguời ta gọi mình, ng ta nghe bị khó chịu lắm, không biết lỗi này là sao , xin nhờ anh em chỉ dùm hoặc tìm chỗ sửa ạ . xin cảm ơn anh em mình ở tphcm",neg
"eu có thể unlock, root, ko nghịch thì éo để làm gì 3xl chắc chắn 2 sim 1 sóng nhé thím có android 10 beta cho 2s2s nhưng ai dùng bản beta cũ rích",pos
"được mỗi cái pin, dùng chán lắm chắc em cũng sớm cho nó ra đi ....",neg
"con 4a dùng ok k mọi người, thích 4a5g mà giá vẫn còn căng quá, 4xl thì pin hơi hẻo do mình dùng đt nhiều nên yc pin trâu tí",neg
3.5 triệu fen ơi,pos
"3xl mua của người dùng tầm 5.2. còn nếu mua của shop, có bh thì 6.0 là con số hợp lý, nên mua con đó",pos
của mình không hiện giống bác nhưng hiện là số imei không tồn tại luôn. nhiều khả năng giống như bác trên nói là hàng tuồn rồi.,neg
up nhẹ team pixel,pos
"con nào giờ màn sáng nhất nhà pixel nhỉ, dùng 3xl màn tối vãi, ức chế . biết bao giờ 5 mới rẻ như 4 hay 4xl, nhỏ gọn gửi từ v0z bằng vozfapp",neg
mình chưa gặp vấn đề gì với loa thoại cả. nhiều khi còn phải cho nhỏ lại thì to quá,pos
"bác nào tính mua pixel 4 xl thì nên cân nhắc khoảng pin nhé. ko trụ nổi 1 ngày làm việc 8 tiếng onscreen chỉ lướt web thôi. điểm nữa là ko có thẻ nhớ mở rộng, tuy nhiên dc cái goole hỗ trợ dung lượng google one. nếu cho mình quay lại cách đây 2 tháng thì mình sẽ chọn con khác. ahihi",neg
3 con em mua cùng loại đó đố tìm được vết xước nào luôn,pos
bản o mở được bootloader để up rom tuỳ thích. bản m thì không mở được,pos
4xl no face id,neg
"gần 8 triệu thì phải full sáng 90hz không sao có điều sáng em gắn sim vô test, sim em sim 3g cứ được tý là mất sóng không dùng data được thôi để chụp ảnh cũng được không biết phải do android 11 không",pos
thơm đấy nhưng lâu quá lười lắm em quất taobao đây,pos
"mình đang dùng 3a xl. làm sao để xoá đc mấy cái ứng dụng của google nhỉ, như chrome, youtube...toàn mấy cái cài ở ch play",neg
tính ra tiền ship 3 lần cũng 6 700k nhỉ,neg
"là hàng lock mỹ bản verizon, đã kích hoạt bảo hành, mới, ổn áp, mình cũng đang xài 1 con. đang tính bán lên đời",pos
"đang dùng 4 đây fen, máy mát nhé giá user đang tầm 5 đồng 5 là đẹp",pos
mua ở đâu uy tín mấy pác... bên mobileworld có 6750 mà ở xa ko test dc. via thenextvoz for iphone,pos
"con 3xl 128g mua đâu được giá tốt nhất nhỉ, thấy giá ở hà nội còn đắt toàn trên 6 triệu gửi từ v0z bằng vozfapp",neg
không. pin yếu màn toàn ám. nên mua pixel 3 vì giá đã trở nên rất rẻ. rẻ đến nỗi là pixel 2 chênh pixel 3 vài lít.,pos
"mềnh vừa join grp fb hôm qua. vào grp thì thấy đa số gian thương chê hàng taobao là hàng dựng. quả thật cầm 7 triệu đi mua taobao nó cũng rủi ro thật, nhưng các gian thương bán hàng mắc vcl. chả biết hàng căc lão ấy mua ở đâu hay cũng hàng taobao ra .",neg
"faceid mở khoá ngon ko kém iphone, đỉnh luôn",pos
thốn thật đợt tháng 9 máu dồn lên não tí mua con 3xl trên đây. thím gửi link shop cho ae biết đường né nào,neg
3 triệu mua đc 3xl user hoặc 3 shop,pos
"mới mua con pixel 3 , pin hơi tèo mà máy phụ nên dùng cũng ít chủ yếu chụp đêm, với xem map via thenextvoz for iphone",pos
với tác vụ bình thường có khựng lag gì không thím. trên youtube thấy bảo lúc chuyển đa nhiệm không được mượt cho lắm vì chip cùi,neg
"con vivo x60pro chụp đẹp vcl luôn thím, nếu vậy pixel 6 hẳn là cuộc cách mạng rồi giá tụt vcl luôn thím ơi. loay hoay cái rớt nhanh hơn samesung tụt quần. giờ đổi dòng máy khác cũng lỗ vài cũ nhẹ. mấy con ngang ngang thì không cần thiết đổi . còn flagship thì phải bù ít cũng 7 8 triệu là ít nhất",pos
e làm con tiêu chuẩn chính thức giá cũng khác thật tận 3m2 đợi hàng về review với các bác xem sao,neg
"px 5 cũng ổn mà thím, có mỗi chip k phải đầu bảng thôi. mà mình thì k chơi game, nên thấy con 765g không vấn đề gì, chờ coi hạ nhiệt rồi mua một em. thích kiểu màn đục lỗ mà lệch một bên, chứ đục ở giữa thấy gớm gớm, như mấy mẹ ấn đụ dán cái cục giữa trán ấy",pos
"mình mới mua con pixel xl cũ giá 1.5 triệu , gcam chế độ chụp đêm xài rất tốt up free lên photo k kết nối đc vs pc bằng cáp nên khó chuyển dữ liệu không có sd card",pos
"dòng pixel độ sáng thấp, con nào cũng vậy nên thế là bình thường bác ạ.",neg
"test áp suất hơi yếu chống nước kém. còn lại ngon vl nhé, ko lỗi lầm gì, pin trâu. hôm trước em bán được giá 5.8 sau khi dùng 5 tháng. giá bình quân ở vn hiện tại chắc 5.5. nhắc lại là máy có 1 sim thôi đấy. dual sim single standby",pos
google camera có bản mod cam từ mấy năm nay rồi mà,pos
"bác nào lên android 11 pin tụt hơn android 10 không con px2 triệua em bản 10 onscreen được gần 5h, lên 11 giảm còn 3h30 4h thôi.",neg
thực sự nể những fen có tiền mua pixel 4 4xl 5 tôi sài con 4 thấy ko xứng đáng với giá xèng chút nào,neg
"mua rồi nè các thím, pin tụt như tụt quần. màn hình đẹp miễn chê, chụp ảnh đẹp. onscreen chắc cỡ 3 tiếng, tại mua máy cũ sạc 1 tiếng rưỡi. ko biết do củ sạc hay do máy nó vậy. với con 845 có vẻ hơi nóng. chạy bình thường, lướt voz là nó ấm ấm rồi. game e chưa chơi nên ko biết. gửi từ google pixel 3 xl bằng vozfapp",pos
ngó giá nên đây mắc vãi nồi. có ông kia bán 3.7 triệu kìa. dư 300k làm cap sạc via thenextvoz for iphone,neg
"thế là thêm phí 150k rồi. thôi kệ, tranh thủ kêu họ check dùm hàng khi nhận đi, do nếu bị lỗi thì ko ship ngược lại dc",neg
"tất tật mà có 40k á thím, rẻ vậy mà nếu sạc nhanh thì nó hiện charging rapidly nhé",pos
e vừa cập nhật os đêm qua 320mb mà cũng 3xl sent from google pixel via nextvoz,pos
mình có cả 3a xl và 6s plus thấy mượt như nhau bạn à. 3a xl thì sạc nhanh và pin trâu hơn,pos
"nhìn mấy con px cái 2 cái viền trên dưới nhìn tức mắt thật, được cái rom thuần nên mượt, trước em dùng 3xl h lại quay lại lg",pos
sếp này đang bán pixel 4 đã độ pin 6 triệu. nằm suy nghĩ mấy đêm vẫn chưa thông,pos
"nhín vỏ nguyên khối thế kia chắc là nhựa rồi. nhưng đc cái mặt trước cằm mỏng, đẹp. pin chắc là trâu. chờ nó hạ nhiệt rồi mua làm máy phụ",pos
"cảm ơn bác đã chỉ cách, mình ghi âm thì không bị, chỉ khi thoại mới bị thôi á",pos
khẩn cấp bác nào dùng google pixel 3xl có thể cho em feedback có phải là màn độ sáng thấp không để 50 khá tối luôn ý ạ. để 70 trở lên mới được. 100 thì sáng hẳn rồi.,neg
"shop bán tầm trên dưới 2 triệu, mua lại của người dùng tầm 1 triệu đổ lên tùy tình trạng.",pos
"máy mình không bị, dùng cả 2 app zalo đều không vấn đề gì luôn. đã test trên cả android 11 lẫn 12 dp3",pos
"mình có con 3a xl lúc chuyển qua lại youtube, game, chrome và các app khác không thấy lag gì nha thím.",pos
"em thấy bảo dark mode của a12 là đen mờ chứ không đen hẳn nữa à bác, thấy ngại ngại lên",neg
"bên này mặn quá, 4xl treo toàn 9m",neg
"ở hp thì có mỗi lão cường maruko thôi,mỗi tội giá bên đấy cao quá,nhưng nghe anh em đánh giá cũng khá uy tín gửi từ google pixel 3 xl bằng vozfapp",neg
pixel 5 giá overpriced quá note 10 plus giờ dùng vẫn ok mà,neg
15 ngày từ lúc đặt hàng về kho q10. 4 ngày vnpost từ q10 wa q11,pos
"giá pixel 4 giờ vẫn cao, toàn 9 10 triệu",neg
"trước e thấy trên hội pixel có bác kia bán máy kèm độ pin là thêm 200k, không biết độ pin thôi thì giá thế nào",pos
chụp ảnh thì đúng pixel 10 thật nhưng cái khác nó bt lắm. 8 triệu bác thêm 500k mua em con oneplus 8t lướt còn bhv vả vỡ mồm 4xl.,pos
"có shopee taobao 99 ko xước màn body. chỉ cấn góc nhỏ, pin review 95 mà có 6.5 triệu bản o. 6.3 triệu cho m sent from xiaomi redmi note 6 pro via nextvoz",pos
"7 triệu là máy 97 98 hay sao ý ạ, chứ em thấy máy đẹp 99 những 10 triệu bản 128gb . mà mua thì mua hẳn bản 128gb chứ thím nhỉ. 64gb chụp ảnh chắc nhanh đầy lắm",neg
"thời điểm hiện tại thì trong tầm 4 7 triệu, pixel còn xuất sắc không các đối thủ đến từ tq hung hãn quá",neg
chỗ nào bán thì mình không biết nhưng mình dùng pixel 5 với esim viettel ngon nhé,pos
tầm giá 3 triệu thì con này dùng quá ngon rồi. quả pin thì cứ phải gọi là bá đạo.,pos
đừng lên chán lắm. nhất là cái darkmode nó ko đen hẳn mà cứ xám xám. pin thì nhanh hết. xài nhiều lúc còn lag nữa gửi từ google pixel 4 bằng vozfapp,neg
"tín mồn, giá thì cao hơn hẳn, hàng thì đồng bộ như bao gian thương khác, hên thì dính cái không sao, đen thì ....",neg
mình có con px3 cũng imei 35 mà có unlock đc nè gửi từ kamisato ayaka bằng vozfapp,pos
"google chưa có ý định phân phối chính hãng các máy pixel tại thị trường vịt nên a cứ xác định tâm lí mua của các thương gia đi, chọn ông nào có tóc dài mà nắm thôi",neg
"5 thì không rõ, mà 4a mình thấy rung yếu",neg
chắc nhắm mắt làm con 4xl bên didongmy quá. 6.5 triệu via thenextvoz for iphone,pos
3xl giờ vẫn ngon,pos
bay ngay 3 triệu 4 cả ship sủng nghĩ nó chán,neg
thích 3axl đợi còn 3 triệu hốt,pos
"đang xài con này, mọi thứ ok hết, chỉ trừ cái màn hình chỗ bo viền không được tròn trịa, hơi phèn thôi.",pos
"4xl bên bảo long 99 vẫn 8.99, mãi không thấy xuống thêm bên mobileworld thì như nào, mọi người review giúp mình với.",neg
"nóng do chip 845, bù lại hiệu năng tốt hơn chất lượng hiển sêm sêm thôi nhỏ hơn nhưng tỷ lệ 18 9 cầm gọn và dễ hơn u11, u11 ko có ốp thì quá khó cầm nắm pin cùi như nhau thôi loa, thu âm thì tuỳ đánh giá mỗi người mình thì thấy như nhau mình là fan u11, nhưng ko đồng ý việc bảo px3 thua u11",pos
